"","...1","VARIABLES","grade","subject","scores_diff"
"2156",719,"COVID-19 year * Parental education high",2,"reading",0.0025
"2157",719,"COVID-19 year * Parental education high",2,"math",0.047
"2158",720,"COVID-19 year * Parental education high",2,"spelling",0.066
"2159",720,"COVID-19 year * Parental education high",2,"reading",-0.0153
"2160",720,"COVID-19 year * Parental education high",2,"math",0.047
"2161",721,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2162",721,"COVID-19 year * Parental education high",3,"reading",0.0148
"2163",721,"COVID-19 year * Parental education high",3,"math",0.117
"2164",722,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2165",722,"COVID-19 year * Parental education high",3,"reading",-0.0253
"2166",722,"COVID-19 year * Parental education high",3,"math",0.117
"2167",723,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2168",723,"COVID-19 year * Parental education high",3,"reading",0.0025
"2169",723,"COVID-19 year * Parental education high",3,"math",0.117
"2170",724,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2171",724,"COVID-19 year * Parental education high",3,"reading",-0.0153
"2172",724,"COVID-19 year * Parental education high",3,"math",0.117
"2173",725,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2174",725,"COVID-19 year * Parental education high",3,"reading",0.0148
"2175",725,"COVID-19 year * Parental education high",3,"math",0.106
"2176",726,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2177",726,"COVID-19 year * Parental education high",3,"reading",-0.0253
"2178",726,"COVID-19 year * Parental education high",3,"math",0.106
"2179",727,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2180",727,"COVID-19 year * Parental education high",3,"reading",0.0025
"2181",727,"COVID-19 year * Parental education high",3,"math",0.106
"2182",728,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2183",728,"COVID-19 year * Parental education high",3,"reading",-0.0153
"2184",728,"COVID-19 year * Parental education high",3,"math",0.106
"2185",729,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2186",729,"COVID-19 year * Parental education high",3,"reading",0.0148
"2187",729,"COVID-19 year * Parental education high",3,"math",0.133
"2188",730,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2189",730,"COVID-19 year * Parental education high",3,"reading",-0.0253
"2190",730,"COVID-19 year * Parental education high",3,"math",0.133
"2191",731,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2192",731,"COVID-19 year * Parental education high",3,"reading",0.0025
"2193",731,"COVID-19 year * Parental education high",3,"math",0.133
"2194",732,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2195",732,"COVID-19 year * Parental education high",3,"reading",-0.0153
"2196",732,"COVID-19 year * Parental education high",3,"math",0.133
"2197",733,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2198",733,"COVID-19 year * Parental education high",3,"reading",0.0148
"2199",733,"COVID-19 year * Parental education high",3,"math",0.047
"2200",734,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2201",734,"COVID-19 year * Parental education high",3,"reading",-0.0253
"2202",734,"COVID-19 year * Parental education high",3,"math",0.047
"2203",735,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2204",735,"COVID-19 year * Parental education high",3,"reading",0.0025
"2205",735,"COVID-19 year * Parental education high",3,"math",0.047
"2206",736,"COVID-19 year * Parental education high",3,"spelling",0.0421
"2207",736,"COVID-19 year * Parental education high",3,"reading",-0.0153
"2208",736,"COVID-19 year * Parental education high",3,"math",0.047
"2209",737,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2210",737,"COVID-19 year * Parental education high",4,"reading",0.0148
"2211",737,"COVID-19 year * Parental education high",4,"math",0.117
"2212",738,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2213",738,"COVID-19 year * Parental education high",4,"reading",-0.0253
"2214",738,"COVID-19 year * Parental education high",4,"math",0.117
"2215",739,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2216",739,"COVID-19 year * Parental education high",4,"reading",0.0025
"2217",739,"COVID-19 year * Parental education high",4,"math",0.117
"2218",740,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2219",740,"COVID-19 year * Parental education high",4,"reading",-0.0153
"2220",740,"COVID-19 year * Parental education high",4,"math",0.117
"2221",741,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2222",741,"COVID-19 year * Parental education high",4,"reading",0.0148
"2223",741,"COVID-19 year * Parental education high",4,"math",0.106
"2224",742,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2225",742,"COVID-19 year * Parental education high",4,"reading",-0.0253
"2226",742,"COVID-19 year * Parental education high",4,"math",0.106
"2227",743,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2228",743,"COVID-19 year * Parental education high",4,"reading",0.0025
"2229",743,"COVID-19 year * Parental education high",4,"math",0.106
"2230",744,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2231",744,"COVID-19 year * Parental education high",4,"reading",-0.0153
"2232",744,"COVID-19 year * Parental education high",4,"math",0.106
"2233",745,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2234",745,"COVID-19 year * Parental education high",4,"reading",0.0148
"2235",745,"COVID-19 year * Parental education high",4,"math",0.133
"2236",746,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2237",746,"COVID-19 year * Parental education high",4,"reading",-0.0253
"2238",746,"COVID-19 year * Parental education high",4,"math",0.133
"2239",747,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2240",747,"COVID-19 year * Parental education high",4,"reading",0.0025
"2241",747,"COVID-19 year * Parental education high",4,"math",0.133
"2242",748,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2243",748,"COVID-19 year * Parental education high",4,"reading",-0.0153
"2244",748,"COVID-19 year * Parental education high",4,"math",0.133
"2245",749,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2246",749,"COVID-19 year * Parental education high",4,"reading",0.0148
"2247",749,"COVID-19 year * Parental education high",4,"math",0.047
"2248",750,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2249",750,"COVID-19 year * Parental education high",4,"reading",-0.0253
"2250",750,"COVID-19 year * Parental education high",4,"math",0.047
"2251",751,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2252",751,"COVID-19 year * Parental education high",4,"reading",0.0025
"2253",751,"COVID-19 year * Parental education high",4,"math",0.047
"2254",752,"COVID-19 year * Parental education high",4,"spelling",0.0548
"2255",752,"COVID-19 year * Parental education high",4,"reading",-0.0153
"2256",752,"COVID-19 year * Parental education high",4,"math",0.047
"2257",753,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2258",753,"COVID-19 year * Parental education high",5,"reading",0.0148
"2259",753,"COVID-19 year * Parental education high",5,"math",0.117
"2260",754,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2261",754,"COVID-19 year * Parental education high",5,"reading",-0.0253
"2262",754,"COVID-19 year * Parental education high",5,"math",0.117
"2263",755,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2264",755,"COVID-19 year * Parental education high",5,"reading",0.0025
"2265",755,"COVID-19 year * Parental education high",5,"math",0.117
"2266",756,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2267",756,"COVID-19 year * Parental education high",5,"reading",-0.0153
"2268",756,"COVID-19 year * Parental education high",5,"math",0.117
"2269",757,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2270",757,"COVID-19 year * Parental education high",5,"reading",0.0148
"2271",757,"COVID-19 year * Parental education high",5,"math",0.106
"2272",758,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2273",758,"COVID-19 year * Parental education high",5,"reading",-0.0253
"2274",758,"COVID-19 year * Parental education high",5,"math",0.106
"2275",759,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2276",759,"COVID-19 year * Parental education high",5,"reading",0.0025
"2277",759,"COVID-19 year * Parental education high",5,"math",0.106
"2278",760,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2279",760,"COVID-19 year * Parental education high",5,"reading",-0.0153
"2280",760,"COVID-19 year * Parental education high",5,"math",0.106
"2281",761,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2282",761,"COVID-19 year * Parental education high",5,"reading",0.0148
"2283",761,"COVID-19 year * Parental education high",5,"math",0.133
"2284",762,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2285",762,"COVID-19 year * Parental education high",5,"reading",-0.0253
"2286",762,"COVID-19 year * Parental education high",5,"math",0.133
"2287",763,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2288",763,"COVID-19 year * Parental education high",5,"reading",0.0025
"2289",763,"COVID-19 year * Parental education high",5,"math",0.133
"2290",764,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2291",764,"COVID-19 year * Parental education high",5,"reading",-0.0153
"2292",764,"COVID-19 year * Parental education high",5,"math",0.133
"2293",765,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2294",765,"COVID-19 year * Parental education high",5,"reading",0.0148
"2295",765,"COVID-19 year * Parental education high",5,"math",0.047
"2296",766,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2297",766,"COVID-19 year * Parental education high",5,"reading",-0.0253
"2298",766,"COVID-19 year * Parental education high",5,"math",0.047
"2299",767,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2300",767,"COVID-19 year * Parental education high",5,"reading",0.0025
"2301",767,"COVID-19 year * Parental education high",5,"math",0.047
"2302",768,"COVID-19 year * Parental education high",5,"spelling",-0.000224
"2303",768,"COVID-19 year * Parental education high",5,"reading",-0.0153
"2304",768,"COVID-19 year * Parental education high",5,"math",0.047
"2305",769,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2306",769,"COVID-19 year * Parental education missing",2,"reading",0.0536
"2307",769,"COVID-19 year * Parental education missing",2,"math",0.118
"2308",770,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2309",770,"COVID-19 year * Parental education missing",2,"reading",-0.0418
"2310",770,"COVID-19 year * Parental education missing",2,"math",0.118
"2311",771,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2312",771,"COVID-19 year * Parental education missing",2,"reading",-0.0015
"2313",771,"COVID-19 year * Parental education missing",2,"math",0.118
"2314",772,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2315",772,"COVID-19 year * Parental education missing",2,"reading",-0.066
"2316",772,"COVID-19 year * Parental education missing",2,"math",0.118
"2317",773,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2318",773,"COVID-19 year * Parental education missing",2,"reading",0.0536
"2319",773,"COVID-19 year * Parental education missing",2,"math",0.133
"2320",774,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2321",774,"COVID-19 year * Parental education missing",2,"reading",-0.0418
"2322",774,"COVID-19 year * Parental education missing",2,"math",0.133
"2323",775,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2324",775,"COVID-19 year * Parental education missing",2,"reading",-0.0015
"2325",775,"COVID-19 year * Parental education missing",2,"math",0.133
"2326",776,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2327",776,"COVID-19 year * Parental education missing",2,"reading",-0.066
"2328",776,"COVID-19 year * Parental education missing",2,"math",0.133
"2329",777,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2330",777,"COVID-19 year * Parental education missing",2,"reading",0.0536
"2331",777,"COVID-19 year * Parental education missing",2,"math",0.0498
"2332",778,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2333",778,"COVID-19 year * Parental education missing",2,"reading",-0.0418
"2334",778,"COVID-19 year * Parental education missing",2,"math",0.0498
"2335",779,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2336",779,"COVID-19 year * Parental education missing",2,"reading",-0.0015
"2337",779,"COVID-19 year * Parental education missing",2,"math",0.0498
"2338",780,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2339",780,"COVID-19 year * Parental education missing",2,"reading",-0.066
"2340",780,"COVID-19 year * Parental education missing",2,"math",0.0498
"2341",781,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2342",781,"COVID-19 year * Parental education missing",2,"reading",0.0536
"2343",781,"COVID-19 year * Parental education missing",2,"math",0.0501
"2344",782,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2345",782,"COVID-19 year * Parental education missing",2,"reading",-0.0418
"2346",782,"COVID-19 year * Parental education missing",2,"math",0.0501
"2347",783,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2348",783,"COVID-19 year * Parental education missing",2,"reading",-0.0015
"2349",783,"COVID-19 year * Parental education missing",2,"math",0.0501
"2350",784,"COVID-19 year * Parental education missing",2,"spelling",0.00363
"2351",784,"COVID-19 year * Parental education missing",2,"reading",-0.066
"2352",784,"COVID-19 year * Parental education missing",2,"math",0.0501
"2353",785,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2354",785,"COVID-19 year * Parental education missing",3,"reading",0.0536
"2355",785,"COVID-19 year * Parental education missing",3,"math",0.118
"2356",786,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2357",786,"COVID-19 year * Parental education missing",3,"reading",-0.0418
"2358",786,"COVID-19 year * Parental education missing",3,"math",0.118
"2359",787,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2360",787,"COVID-19 year * Parental education missing",3,"reading",-0.0015
"2361",787,"COVID-19 year * Parental education missing",3,"math",0.118
"2362",788,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2363",788,"COVID-19 year * Parental education missing",3,"reading",-0.066
"2364",788,"COVID-19 year * Parental education missing",3,"math",0.118
"2365",789,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2366",789,"COVID-19 year * Parental education missing",3,"reading",0.0536
"2367",789,"COVID-19 year * Parental education missing",3,"math",0.133
"2368",790,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2369",790,"COVID-19 year * Parental education missing",3,"reading",-0.0418
"2370",790,"COVID-19 year * Parental education missing",3,"math",0.133
"2371",791,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2372",791,"COVID-19 year * Parental education missing",3,"reading",-0.0015
"2373",791,"COVID-19 year * Parental education missing",3,"math",0.133
"2374",792,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2375",792,"COVID-19 year * Parental education missing",3,"reading",-0.066
"2376",792,"COVID-19 year * Parental education missing",3,"math",0.133
"2377",793,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2378",793,"COVID-19 year * Parental education missing",3,"reading",0.0536
"2379",793,"COVID-19 year * Parental education missing",3,"math",0.0498
"2380",794,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2381",794,"COVID-19 year * Parental education missing",3,"reading",-0.0418
"2382",794,"COVID-19 year * Parental education missing",3,"math",0.0498
"2383",795,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2384",795,"COVID-19 year * Parental education missing",3,"reading",-0.0015
"2385",795,"COVID-19 year * Parental education missing",3,"math",0.0498
"2386",796,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2387",796,"COVID-19 year * Parental education missing",3,"reading",-0.066
"2388",796,"COVID-19 year * Parental education missing",3,"math",0.0498
"2389",797,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2390",797,"COVID-19 year * Parental education missing",3,"reading",0.0536
"2391",797,"COVID-19 year * Parental education missing",3,"math",0.0501
"2392",798,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2393",798,"COVID-19 year * Parental education missing",3,"reading",-0.0418
"2394",798,"COVID-19 year * Parental education missing",3,"math",0.0501
"2395",799,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2396",799,"COVID-19 year * Parental education missing",3,"reading",-0.0015
"2397",799,"COVID-19 year * Parental education missing",3,"math",0.0501
"2398",800,"COVID-19 year * Parental education missing",3,"spelling",0.0141
"2399",800,"COVID-19 year * Parental education missing",3,"reading",-0.066
"2400",800,"COVID-19 year * Parental education missing",3,"math",0.0501
"2401",801,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2402",801,"COVID-19 year * Parental education missing",4,"reading",0.0536
"2403",801,"COVID-19 year * Parental education missing",4,"math",0.118
"2404",802,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2405",802,"COVID-19 year * Parental education missing",4,"reading",-0.0418
"2406",802,"COVID-19 year * Parental education missing",4,"math",0.118
"2407",803,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2408",803,"COVID-19 year * Parental education missing",4,"reading",-0.0015
"2409",803,"COVID-19 year * Parental education missing",4,"math",0.118
"2410",804,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2411",804,"COVID-19 year * Parental education missing",4,"reading",-0.066
"2412",804,"COVID-19 year * Parental education missing",4,"math",0.118
"2413",805,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2414",805,"COVID-19 year * Parental education missing",4,"reading",0.0536
"2415",805,"COVID-19 year * Parental education missing",4,"math",0.133
"2416",806,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2417",806,"COVID-19 year * Parental education missing",4,"reading",-0.0418
"2418",806,"COVID-19 year * Parental education missing",4,"math",0.133
"2419",807,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2420",807,"COVID-19 year * Parental education missing",4,"reading",-0.0015
"2421",807,"COVID-19 year * Parental education missing",4,"math",0.133
"2422",808,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2423",808,"COVID-19 year * Parental education missing",4,"reading",-0.066
"2424",808,"COVID-19 year * Parental education missing",4,"math",0.133
"2425",809,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2426",809,"COVID-19 year * Parental education missing",4,"reading",0.0536
"2427",809,"COVID-19 year * Parental education missing",4,"math",0.0498
"2428",810,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2429",810,"COVID-19 year * Parental education missing",4,"reading",-0.0418
"2430",810,"COVID-19 year * Parental education missing",4,"math",0.0498
"2431",811,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2432",811,"COVID-19 year * Parental education missing",4,"reading",-0.0015
"2433",811,"COVID-19 year * Parental education missing",4,"math",0.0498
"2434",812,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2435",812,"COVID-19 year * Parental education missing",4,"reading",-0.066
"2436",812,"COVID-19 year * Parental education missing",4,"math",0.0498
"2437",813,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2438",813,"COVID-19 year * Parental education missing",4,"reading",0.0536
"2439",813,"COVID-19 year * Parental education missing",4,"math",0.0501
"2440",814,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2441",814,"COVID-19 year * Parental education missing",4,"reading",-0.0418
"2442",814,"COVID-19 year * Parental education missing",4,"math",0.0501
"2443",815,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2444",815,"COVID-19 year * Parental education missing",4,"reading",-0.0015
"2445",815,"COVID-19 year * Parental education missing",4,"math",0.0501
"2446",816,"COVID-19 year * Parental education missing",4,"spelling",0.0256
"2447",816,"COVID-19 year * Parental education missing",4,"reading",-0.066
"2448",816,"COVID-19 year * Parental education missing",4,"math",0.0501
"2449",817,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2450",817,"COVID-19 year * Parental education missing",5,"reading",0.0536
"2451",817,"COVID-19 year * Parental education missing",5,"math",0.118
"2452",818,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2453",818,"COVID-19 year * Parental education missing",5,"reading",-0.0418
"2454",818,"COVID-19 year * Parental education missing",5,"math",0.118
"2455",819,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2456",819,"COVID-19 year * Parental education missing",5,"reading",-0.0015
"2457",819,"COVID-19 year * Parental education missing",5,"math",0.118
"2458",820,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2459",820,"COVID-19 year * Parental education missing",5,"reading",-0.066
"2460",820,"COVID-19 year * Parental education missing",5,"math",0.118
"2461",821,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2462",821,"COVID-19 year * Parental education missing",5,"reading",0.0536
"2463",821,"COVID-19 year * Parental education missing",5,"math",0.133
"2464",822,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2465",822,"COVID-19 year * Parental education missing",5,"reading",-0.0418
"2466",822,"COVID-19 year * Parental education missing",5,"math",0.133
"2467",823,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2468",823,"COVID-19 year * Parental education missing",5,"reading",-0.0015
"2469",823,"COVID-19 year * Parental education missing",5,"math",0.133
"2470",824,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2471",824,"COVID-19 year * Parental education missing",5,"reading",-0.066
"2472",824,"COVID-19 year * Parental education missing",5,"math",0.133
"2473",825,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2474",825,"COVID-19 year * Parental education missing",5,"reading",0.0536
"2475",825,"COVID-19 year * Parental education missing",5,"math",0.0498
"2476",826,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2477",826,"COVID-19 year * Parental education missing",5,"reading",-0.0418
"2478",826,"COVID-19 year * Parental education missing",5,"math",0.0498
"2479",827,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2480",827,"COVID-19 year * Parental education missing",5,"reading",-0.0015
"2481",827,"COVID-19 year * Parental education missing",5,"math",0.0498
"2482",828,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2483",828,"COVID-19 year * Parental education missing",5,"reading",-0.066
"2484",828,"COVID-19 year * Parental education missing",5,"math",0.0498
"2485",829,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2486",829,"COVID-19 year * Parental education missing",5,"reading",0.0536
"2487",829,"COVID-19 year * Parental education missing",5,"math",0.0501
"2488",830,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2489",830,"COVID-19 year * Parental education missing",5,"reading",-0.0418
"2490",830,"COVID-19 year * Parental education missing",5,"math",0.0501
"2491",831,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2492",831,"COVID-19 year * Parental education missing",5,"reading",-0.0015
"2493",831,"COVID-19 year * Parental education missing",5,"math",0.0501
"2494",832,"COVID-19 year * Parental education missing",5,"spelling",0.019
"2495",832,"COVID-19 year * Parental education missing",5,"reading",-0.066
"2496",832,"COVID-19 year * Parental education missing",5,"math",0.0501
